nodelist,protein_product_fost,
80714,3.93E-13,
8824,3.93E-13,
55063,3.93E-13,
203427,3.91E-13,
168400,3.90E-13,
114825,3.90E-13,
414918,3.90E-13,
259240,3.89E-13,
8603,3.89E-13,
2145,3.88E-13,
283897,3.88E-13,
5638,3.88E-13,
55687,3.88E-13,
89876,3.88E-13,
9635,3.88E-13,
92312,3.87E-13,
199731,3.87E-13,
9889,3.86E-13,
5681,3.85E-13,
124925,3.85E-13,
83449,3.85E-13,
3816,3.84E-13,
54480,3.84E-13,
26831,3.84E-13,
1805,3.83E-13,
1735,3.82E-13,
441521,3.82E-13,
339231,3.81E-13,
51409,3.80E-13,
148206,3.80E-13,
64418,3.80E-13,
5309,3.79E-13,
124044,3.78E-13,
51136,3.78E-13,
112487,3.77E-13,
56102,3.77E-13,
55160,3.76E-13,
80818,3.76E-13,
89822,3.75E-13,
6764,3.74E-13,
170062,3.74E-13,
257415,3.74E-13,
387357,3.74E-13,
375248,3.74E-13,
57512,3.72E-13,
5697,3.72E-13,
28974,3.72E-13,
80336,3.71E-13,
284325,3.71E-13,
441642,3.71E-13,
8076,3.69E-13,
100653323,3.69E-13,
9760,3.68E-13,
25893,3.67E-13,
9166,3.67E-13,
3081,3.67E-13,
5922,3.66E-13,
29906,3.66E-13,
27039,3.66E-13,
4070,3.66E-13,
440087,3.66E-13,
333929,3.65E-13,
4677,3.65E-13,
2827,3.65E-13,
93082,3.65E-13,
92745,3.65E-13,
63923,3.65E-13,
414062,3.64E-13,
286133,3.64E-13,
282890,3.64E-13,
1313,3.63E-13,
7762,3.63E-13,
2696,3.62E-13,
55108,3.62E-13,
57102,3.61E-13,
158219,3.61E-13,
23676,3.58E-13,
388335,3.57E-13,
79925,3.57E-13,
388344,3.57E-13,
417,3.56E-13,
55281,3.56E-13,
28834,3.56E-13,
79057,3.54E-13,
129804,3.54E-13,
79626,3.54E-13,
493911,3.54E-13,
10357,3.54E-13,
54807,3.53E-13,
90075,3.53E-13,
388524,3.52E-13,
10637,3.51E-13,
7104,3.51E-13,
100131096,3.51E-13,
80216,3.49E-13,
285268,3.49E-13,
164395,3.48E-13,
2543,3.48E-13,
8911,3.47E-13,
84320,3.47E-13,
339416,3.46E-13,
8745,3.45E-13,
92283,3.44E-13,
285242,3.44E-13,
9542,3.43E-13,
28318,3.43E-13,
55628,3.42E-13,
27180,3.42E-13,
729092,3.42E-13,
84102,3.40E-13,
6579,3.40E-13,
64111,3.40E-13,
10608,3.39E-13,
439935,3.39E-13,
1758,3.39E-13,
79789,3.37E-13,
283234,3.37E-13,
90693,3.36E-13,
153478,3.36E-13,
29895,3.36E-13,
55893,3.36E-13,
100132979,3.36E-13,
4858,3.35E-13,
1014,3.35E-13,
728116,3.35E-13,
201176,3.33E-13,
317772,3.33E-13,
10633,3.32E-13,
57623,3.32E-13,
140469,3.31E-13,
113763,3.31E-13,
83439,3.30E-13,
9576,3.30E-13,
100287399,3.30E-13,
137735,3.30E-13,
54852,3.29E-13,
6343,3.29E-13,
28234,3.28E-13,
5732,3.28E-13,
221044,3.28E-13,
146279,3.28E-13,
3111,3.28E-13,
339983,3.26E-13,
28638,3.26E-13,
56063,3.25E-13,
3283,3.24E-13,
221960,3.22E-13,
55974,3.22E-13,
2018,3.22E-13,
200844,3.21E-13,
57194,3.21E-13,
51348,3.21E-13,
8490,3.21E-13,
79006,3.21E-13,
220004,3.20E-13,
55039,3.20E-13,
91893,3.20E-13,
51241,3.20E-13,
84536,3.19E-13,
11068,3.19E-13,
26261,3.18E-13,
339451,3.17E-13,
2900,3.17E-13,
51326,3.16E-13,
55199,3.15E-13,
340784,3.15E-13,
440258,3.15E-13,
162333,3.14E-13,
26748,3.13E-13,
26749,3.13E-13,
729428,3.13E-13,
57030,3.13E-13,
256957,3.11E-13,
164312,3.11E-13,
56122,3.11E-13,
360030,3.11E-13,
126364,3.11E-13,
400745,3.11E-13,
55301,3.10E-13,
443,3.10E-13,
53354,3.10E-13,
4037,3.10E-13,
150383,3.08E-13,
55336,3.08E-13,
79744,3.08E-13,
100529067,3.08E-13,
57149,3.07E-13,
119467,3.07E-13,
144347,3.07E-13,
140688,3.07E-13,
199777,3.06E-13,
79752,3.05E-13,
285074,3.05E-13,
1903,3.05E-13,
132228,3.04E-13,
1774,3.04E-13,
2939,3.03E-13,
80315,3.03E-13,
6751,3.03E-13,
92999,3.03E-13,
6754,3.02E-13,
140467,3.02E-13,
9127,3.02E-13,
7047,3.02E-13,
4606,3.02E-13,
51267,3.02E-13,
6450,3.02E-13,
84968,3.01E-13,
65243,2.99E-13,
9340,2.99E-13,
653808,2.99E-13,
55228,2.99E-13,
5017,2.99E-13,
317649,2.98E-13,
157285,2.98E-13,
9563,2.98E-13,
1427,2.97E-13,
644890,2.97E-13,
7625,2.97E-13,
63905,2.97E-13,
23129,2.97E-13,
116832,2.96E-13,
285190,2.96E-13,
90423,2.96E-13,
340146,2.95E-13,
27127,2.95E-13,
84542,2.95E-13,
57795,2.94E-13,
9104,2.94E-13,
55179,2.94E-13,
9673,2.94E-13,
121643,2.93E-13,
85362,2.93E-13,
6029,2.92E-13,
6750,2.91E-13,
84767,2.91E-13,
126282,2.91E-13,
54985,2.91E-13,
115861,2.91E-13,
283358,2.91E-13,
340543,2.90E-13,
7730,2.90E-13,
23766,2.90E-13,
285636,2.89E-13,
11182,2.88E-13,
93129,2.88E-13,
340571,2.88E-13,
9547,2.88E-13,
726,2.88E-13,
54936,2.88E-13,
260294,2.88E-13,
90135,2.87E-13,
219854,2.87E-13,
7733,2.86E-13,
129881,2.86E-13,
134957,2.86E-13,
220359,2.85E-13,
169966,2.85E-13,
1007,2.85E-13,
56884,2.84E-13,
219790,2.84E-13,
2712,2.84E-13,
54558,2.84E-13,
51059,2.84E-13,
81932,2.84E-13,
80896,2.84E-13,
92106,2.83E-13,
8269,2.83E-13,
400591,2.83E-13,
440568,2.83E-13,
6756,2.82E-13,
121506,2.82E-13,
139170,2.82E-13,
113828,2.82E-13,
84833,2.81E-13,
149076,2.81E-13,
135152,2.81E-13,
4345,2.80E-13,
80110,2.80E-13,
146862,2.80E-13,
85460,2.79E-13,
80345,2.79E-13,
164684,2.79E-13,
79987,2.78E-13,
56606,2.78E-13,
140706,2.78E-13,
728194,2.78E-13,
3886,2.78E-13,
54796,2.78E-13,
759,2.77E-13,
389435,2.77E-13,
199746,2.77E-13,
54768,2.76E-13,
337960,2.75E-13,
83896,2.75E-13,
84218,2.75E-13,
113829,2.75E-13,
219844,2.75E-13,
79947,2.75E-13,
28396,2.74E-13,
51020,2.74E-13,
146849,2.74E-13,
219285,2.74E-13,
645683,2.74E-13,
56676,2.73E-13,
221527,2.73E-13,
4489,2.73E-13,
164091,2.72E-13,
51526,2.71E-13,
387923,2.70E-13,
441400,2.70E-13,
414236,2.70E-13,
84924,2.70E-13,
23484,2.70E-13,
3972,2.69E-13,
400673,2.68E-13,
23761,2.68E-13,
126823,2.68E-13,
728343,2.68E-13,
777,2.68E-13,
123036,2.68E-13,
90525,2.67E-13,
7582,2.67E-13,
55243,2.67E-13,
922,2.67E-13,
79782,2.67E-13,
4324,2.66E-13,
23015,2.65E-13,
4883,2.65E-13,
8303,2.64E-13,
8492,2.63E-13,
441241,2.63E-13,
3538,2.62E-13,
22835,2.62E-13,
1185,2.62E-13,
9331,2.61E-13,
10290,2.60E-13,
221613,2.60E-13,
91464,2.60E-13,
6435,2.60E-13,
3338,2.59E-13,
157657,2.59E-13,
55205,2.59E-13,
534,2.59E-13,
80823,2.57E-13,
132625,2.57E-13,
148113,2.57E-13,
285180,2.56E-13,
10804,2.56E-13,
284207,2.56E-13,
401563,2.55E-13,
83758,2.55E-13,
441212,2.55E-13,
114132,2.55E-13,
84223,2.55E-13,
54754,2.55E-13,
391356,2.55E-13,
127540,2.55E-13,
402415,2.55E-13,
84229,2.54E-13,
8938,2.54E-13,
51316,2.54E-13,
10745,2.53E-13,
4537,2.53E-13,
2979,2.53E-13,
26256,2.52E-13,
219899,2.51E-13,
9934,2.51E-13,
8786,2.50E-13,
55225,2.50E-13,
22989,2.50E-13,
54834,2.50E-13,
100529264,2.49E-13,
84870,2.49E-13,
285231,2.49E-13,
2845,2.49E-13,
416,2.49E-13,
25763,2.48E-13,
2978,2.48E-13,
56948,2.48E-13,
7556,2.47E-13,
81575,2.47E-13,
641373,2.47E-13,
285175,2.47E-13,
51237,2.46E-13,
29035,2.45E-13,
125997,2.45E-13,
219402,2.45E-13,
114815,2.45E-13,
55608,2.44E-13,
22798,2.44E-13,
493753,2.43E-13,
3046,2.43E-13,
7768,2.43E-13,
25770,2.42E-13,
23305,2.42E-13,
28299,2.41E-13,
1004,2.41E-13,
127018,2.41E-13,
90332,2.40E-13,
10741,2.40E-13,
157869,2.40E-13,
83884,2.39E-13,
51174,2.39E-13,
285195,2.39E-13,
84448,2.39E-13,
2488,2.38E-13,
6543,2.38E-13,
574537,2.38E-13,
90557,2.37E-13,
139793,2.37E-13,
3237,2.37E-13,
1747,2.37E-13,
439921,2.37E-13,
5988,2.36E-13,
51442,2.35E-13,
284338,2.35E-13,
85293,2.35E-13,
399512,2.33E-13,
81849,2.33E-13,
7745,2.33E-13,
162993,2.32E-13,
727837,2.32E-13,
23520,2.32E-13,
136227,2.32E-13,
100885848,2.32E-13,
728911,2.32E-13,
730,2.30E-13,
162963,2.30E-13,
353267,2.29E-13,
5535,2.29E-13,
5897,2.29E-13,
126695,2.28E-13,
11055,2.28E-13,
6414,2.28E-13,
54482,2.28E-13,
1117,2.28E-13,
56142,2.27E-13,
7712,2.27E-13,
169166,2.27E-13,
4033,2.27E-13,
283463,2.26E-13,
9617,2.26E-13,
5626,2.26E-13,
442038,2.25E-13,
55230,2.24E-13,
57585,2.24E-13,
92856,2.24E-13,
56903,2.24E-13,
55086,2.24E-13,
93517,2.24E-13,
64224,2.24E-13,
51226,2.23E-13,
81607,2.23E-13,
408029,2.22E-13,
79623,2.22E-13,
84645,2.22E-13,
8331,2.21E-13,
1303,2.21E-13,
285025,2.21E-13,
4974,2.21E-13,
27309,2.20E-13,
1417,2.20E-13,
391004,2.20E-13,
285148,2.20E-13,
3446,2.20E-13,
376940,2.20E-13,
729611,2.19E-13,
91612,2.19E-13,
346562,2.19E-13,
128646,2.18E-13,
57688,2.18E-13,
79986,2.17E-13,
90952,2.17E-13,
285596,2.17E-13,
6055,2.17E-13,
8578,2.16E-13,
197320,2.16E-13,
154214,2.16E-13,
91057,2.16E-13,
257169,2.16E-13,
147744,2.16E-13,
976,2.15E-13,
653188,2.15E-13,
10003,2.15E-13,
5274,2.14E-13,
387569,2.14E-13,
83872,2.14E-13,
140680,2.13E-13,
50818,2.12E-13,
57494,2.12E-13,
29944,2.12E-13,
129025,2.11E-13,
359710,2.11E-13,
27164,2.10E-13,
83887,2.09E-13,
128153,2.08E-13,
2701,2.08E-13,
114908,2.07E-13,
57722,2.07E-13,
79573,2.07E-13,
9890,2.07E-13,
64747,2.06E-13,
3426,2.06E-13,
79822,2.06E-13,
158427,2.06E-13,
90204,2.05E-13,
149708,2.05E-13,
8681,2.05E-13,
1580,2.05E-13,
196294,2.04E-13,
152815,2.04E-13,
222696,2.04E-13,
125919,2.03E-13,
11131,2.03E-13,
80737,2.03E-13,
26049,2.03E-13,
55017,2.02E-13,
79969,2.02E-13,
6359,2.02E-13,
54619,2.02E-13,
113179,2.01E-13,
727764,2.01E-13,
414318,2.01E-13,
6965,2.00E-13,
51208,2.00E-13,
54510,1.99E-13,
28620,1.99E-13,
57583,1.99E-13,
441362,1.98E-13,
124602,1.98E-13,
91419,1.98E-13,
57595,1.97E-13,
9663,1.97E-13,
6017,1.97E-13,
84000,1.97E-13,
64344,1.96E-13,
2134,1.96E-13,
58495,1.96E-13,
2875,1.95E-13,
7425,1.95E-13,
143279,1.95E-13,
277,1.95E-13,
402117,1.95E-13,
23200,1.95E-13,
8475,1.95E-13,
729238,1.95E-13,
112937,1.95E-13,
123263,1.95E-13,
10934,1.94E-13,
148137,1.93E-13,
153643,1.93E-13,
57157,1.93E-13,
359845,1.93E-13,
89792,1.93E-13,
794,1.93E-13,
284805,1.93E-13,
57018,1.92E-13,
113220,1.92E-13,
58527,1.92E-13,
202459,1.91E-13,
113402,1.91E-13,
161003,1.89E-13,
259232,1.88E-13,
201895,1.88E-13,
2703,1.88E-13,
126382,1.88E-13,
253650,1.87E-13,
56917,1.87E-13,
90167,1.87E-13,
160065,1.87E-13,
284393,1.87E-13,
388122,1.87E-13,
154467,1.87E-13,
140825,1.87E-13,
23261,1.86E-13,
4815,1.86E-13,
729402,1.86E-13,
641293,1.86E-13,
26820,1.86E-13,
8647,1.86E-13,
64097,1.85E-13,
57475,1.85E-13,
55671,1.85E-13,
286297,1.85E-13,
9720,1.84E-13,
10154,1.84E-13,
387101,1.84E-13,
55266,1.84E-13,
80063,1.84E-13,
54777,1.83E-13,
254251,1.83E-13,
4295,1.83E-13,
54856,1.82E-13,
1486,1.82E-13,
653440,1.82E-13,
160897,1.82E-13,
391104,1.82E-13,
85442,1.81E-13,
341359,1.81E-13,
145483,1.81E-13,
57458,1.81E-13,
1381,1.81E-13,
166929,1.80E-13,
23351,1.79E-13,
4185,1.79E-13,
63974,1.77E-13,
10322,1.77E-13,
7637,1.77E-13,
55691,1.77E-13,
5680,1.76E-13,
146310,1.76E-13,
54816,1.76E-13,
3363,1.75E-13,
338412,1.75E-13,
28,1.75E-13,
4248,1.74E-13,
6511,1.74E-13,
140886,1.74E-13,
114904,1.74E-13,
8645,1.74E-13,
763,1.74E-13,
100130561,1.74E-13,
11320,1.73E-13,
64180,1.73E-13,
55359,1.72E-13,
23109,1.72E-13,
134265,1.72E-13,
728269,1.71E-13,
91664,1.71E-13,
57493,1.71E-13,
197407,1.70E-13,
140679,1.70E-13,
926,1.70E-13,
63973,1.70E-13,
64478,1.69E-13,
402643,1.69E-13,
171177,1.69E-13,
9746,1.69E-13,
126017,1.69E-13,
57167,1.68E-13,
100287466,1.68E-13,
100287428,1.68E-13,
152573,1.68E-13,
79730,1.68E-13,
51603,1.68E-13,
54494,1.67E-13,
84261,1.67E-13,
94115,1.66E-13,
162605,1.66E-13,
353288,1.66E-13,
121512,1.66E-13,
6665,1.66E-13,
3346,1.66E-13,
7769,1.65E-13,
3803,1.65E-13,
63926,1.65E-13,
85452,1.64E-13,
122961,1.64E-13,
56098,1.64E-13,
161829,1.64E-13,
80117,1.64E-13,
56107,1.63E-13,
56108,1.63E-13,
3960,1.62E-13,
130026,1.62E-13,
200909,1.62E-13,
23554,1.62E-13,
2921,1.61E-13,
258,1.61E-13,
57292,1.60E-13,
340205,1.60E-13,
119385,1.60E-13,
3754,1.60E-13,
84570,1.60E-13,
51058,1.60E-13,
26071,1.60E-13,
55106,1.59E-13,
163154,1.59E-13,
146712,1.59E-13,
25914,1.59E-13,
123283,1.59E-13,
90317,1.59E-13,
653598,1.59E-13,
5540,1.58E-13,
56124,1.58E-13,
84465,1.58E-13,
163351,1.57E-13,
3788,1.57E-13,
5949,1.57E-13,
644903,1.57E-13,
6954,1.56E-13,
63951,1.56E-13,
51006,1.55E-13,
54863,1.55E-13,
11126,1.55E-13,
168455,1.55E-13,
132851,1.55E-13,
3773,1.54E-13,
340277,1.54E-13,
9214,1.54E-13,
283209,1.54E-13,
64106,1.54E-13,
79646,1.54E-13,
84750,1.54E-13,
257407,1.53E-13,
138429,1.53E-13,
7262,1.53E-13,
22865,1.53E-13,
221749,1.52E-13,
51239,1.52E-13,
115560,1.51E-13,
28639,1.51E-13,
54441,1.51E-13,
140432,1.51E-13,
388743,1.51E-13,
7214,1.51E-13,
6291,1.51E-13,
440295,1.51E-13,
4326,1.49E-13,
162681,1.49E-13,
152015,1.49E-13,
91442,1.49E-13,
219348,1.49E-13,
84684,1.49E-13,
221545,1.48E-13,
4636,1.48E-13,
51402,1.47E-13,
55713,1.47E-13,
107181291,1.47E-13,
154791,1.47E-13,
255101,1.47E-13,
93134,1.47E-13,
60686,1.47E-13,
26952,1.47E-13,
7365,1.47E-13,
22982,1.47E-13,
100129271,1.47E-13,
79750,1.47E-13,
378807,1.47E-13,
118611,1.46E-13,
85463,1.46E-13,
285555,1.45E-13,
401288,1.45E-13,
158135,1.45E-13,
116496,1.45E-13,
10194,1.45E-13,
9823,1.45E-13,
26027,1.45E-13,
143630,1.45E-13,
4951,1.44E-13,
83639,1.44E-13,
670,1.43E-13,
7352,1.43E-13,
93058,1.42E-13,
5456,1.42E-13,
100272147,1.42E-13,
80129,1.42E-13,
3537,1.42E-13,
151568,1.41E-13,
10417,1.41E-13,
161436,1.40E-13,
80031,1.40E-13,
83641,1.40E-13,
2524,1.40E-13,
399473,1.40E-13,
100128252,1.40E-13,
159091,1.40E-13,
115908,1.40E-13,
387316,1.40E-13,
65996,1.40E-13,
55520,1.40E-13,
124599,1.39E-13,
100131971,1.39E-13,
28815,1.38E-13,
8170,1.38E-13,
84553,1.38E-13,
58492,1.38E-13,
11262,1.38E-13,
100037417,1.38E-13,
10559,1.37E-13,
253639,1.37E-13,
28231,1.37E-13,
139886,1.37E-13,
116983,1.37E-13,
221400,1.36E-13,
4990,1.36E-13,
158345,1.36E-13,
5967,1.36E-13,
3820,1.36E-13,
171389,1.35E-13,
54149,1.35E-13,
84618,1.34E-13,
7584,1.34E-13,
414061,1.34E-13,
58486,1.33E-13,
132204,1.33E-13,
133022,1.33E-13,
79161,1.33E-13,
125875,1.33E-13,
1179,1.33E-13,
643641,1.33E-13,
150223,1.32E-13,
254295,1.32E-13,
256051,1.32E-13,
200030,1.32E-13,
51279,1.32E-13,
56143,1.32E-13,
6847,1.32E-13,
3396,1.31E-13,
169436,1.31E-13,
57491,1.31E-13,
729359,1.30E-13,
57569,1.30E-13,
30848,1.30E-13,
375686,1.30E-13,
84647,1.30E-13,
28442,1.30E-13,
54432,1.29E-13,
84814,1.29E-13,
728242,1.29E-13,
23105,1.29E-13,
280664,1.29E-13,
284390,1.29E-13,
6957,1.28E-13,
10752,1.28E-13,
53831,1.28E-13,
4828,1.27E-13,
339324,1.27E-13,
150468,1.27E-13,
201134,1.26E-13,
54674,1.25E-13,
25832,1.25E-13,
92070,1.25E-13,
389058,1.25E-13,
137362,1.25E-13,
56101,1.25E-13,
51710,1.24E-13,
11317,1.24E-13,
25961,1.24E-13,
23596,1.24E-13,
5281,1.24E-13,
11259,1.24E-13,
378465,1.24E-13,
139804,1.24E-13,
1811,1.24E-13,
23566,1.24E-13,
1770,1.23E-13,
284716,1.23E-13,
9880,1.23E-13,
270,1.23E-13,
51252,1.23E-13,
255104,1.23E-13,
81614,1.23E-13,
729830,1.22E-13,
55051,1.22E-13,
8840,1.22E-13,
388387,1.22E-13,
10878,1.22E-13,
10663,1.21E-13,
2165,1.21E-13,
84190,1.21E-13,
53346,1.21E-13,
7120,1.21E-13,
64430,1.20E-13,
1773,1.20E-13,
55064,1.20E-13,
101543,1.19E-13,
1299,1.19E-13,
79818,1.19E-13,
167410,1.19E-13,
728505,1.19E-13,
79970,1.18E-13,
79729,1.18E-13,
140832,1.18E-13,
84677,1.18E-13,
5197,1.18E-13,
9860,1.18E-13,
3700,1.17E-13,
8688,1.17E-13,
57730,1.17E-13,
128346,1.17E-13,
22838,1.17E-13,
647024,1.16E-13,
441381,1.16E-13,
727910,1.16E-13,
23401,1.16E-13,
153020,1.16E-13,
285513,1.16E-13,
390616,1.15E-13,
64844,1.15E-13,
79684,1.15E-13,
7127,1.15E-13,
84795,1.15E-13,
54933,1.15E-13,
55000,1.15E-13,
23315,1.15E-13,
57185,1.15E-13,
55343,1.15E-13,
80095,1.14E-13,
169200,1.14E-13,
3806,1.14E-13,
677767,1.14E-13,
100529211,1.13E-13,
7221,1.13E-13,
143689,1.13E-13,
150681,1.13E-13,
390226,1.12E-13,
8082,1.12E-13,
84191,1.11E-13,
123887,1.11E-13,
100293516,1.11E-13,
256380,1.11E-13,
723790,1.10E-13,
126326,1.10E-13,
9376,1.10E-13,
339942,1.10E-13,
154790,1.10E-13,
79639,1.10E-13,
91661,1.09E-13,
5545,1.09E-13,
161835,1.09E-13,
122651,1.09E-13,
201516,1.08E-13,
80758,1.08E-13,
338321,1.08E-13,
121274,1.07E-13,
29999,1.07E-13,
317754,1.07E-13,
93550,1.07E-13,
51751,1.07E-13,
11309,1.07E-13,
56147,1.06E-13,
339044,1.06E-13,
339047,1.06E-13,
90843,1.06E-13,
200403,1.06E-13,
80298,1.05E-13,
728970,1.05E-13,
2713,1.04E-13,
4674,1.04E-13,
11257,1.04E-13,
761,1.03E-13,
26166,1.03E-13,
123207,1.03E-13,
79841,1.03E-13,
729708,1.03E-13,
5379,1.03E-13,
80011,1.03E-13,
1539,1.02E-13,
54980,1.02E-13,
100144435,1.02E-13,
55345,1.01E-13,
28232,1.01E-13,
57526,1.01E-13,
23359,1.01E-13,
168507,1.01E-13,
642636,1.01E-13,
96626,1.01E-13,
27006,1.00E-13,
283556,1.00E-13,
84765,1.00E-13,
90527,1.00E-13,
246777,1.00E-13,
130576,1.00E-13,
140732,1.00E-13,
11138,1.00E-13,
10692,9.97E-14,
90333,9.96E-14,
220002,9.96E-14,
83699,9.95E-14,
6947,9.91E-14,
151507,9.91E-14,
222171,9.87E-14,
100130086,9.87E-14,
57369,9.86E-14,
26834,9.85E-14,
100293130,9.84E-14,
4825,9.83E-14,
79676,9.78E-14,
375337,9.75E-14,
3772,9.72E-14,
27294,9.72E-14,
64115,9.71E-14,
84650,9.71E-14,
9605,9.68E-14,
140730,9.67E-14,
83900,9.67E-14,
56413,9.65E-14,
339976,9.63E-14,
90288,9.62E-14,
3883,9.61E-14,
3859,9.61E-14,
150084,9.58E-14,
196264,9.52E-14,
8273,9.52E-14,
4975,9.50E-14,
132321,9.50E-14,
85014,9.49E-14,
26025,9.47E-14,
8532,9.46E-14,
349667,9.44E-14,
7115,9.43E-14,
55776,9.41E-14,
55344,9.40E-14,
401145,9.39E-14,
25871,9.38E-14,
10335,9.37E-14,
10071,9.35E-14,
55788,9.30E-14,
26998,9.30E-14,
84911,9.25E-14,
144193,9.25E-14,
55779,9.23E-14,
23642,9.21E-14,
642475,9.21E-14,
150353,9.20E-14,
2689,9.20E-14,
388561,9.18E-14,
121549,9.18E-14,
162699,9.15E-14,
56136,9.15E-14,
65259,9.14E-14,
219431,9.13E-14,
147808,9.11E-14,
8341,9.11E-14,
729540,9.09E-14,
122258,9.07E-14,
353142,9.07E-14,
414059,9.07E-14,
653268,9.07E-14,
6734,9.06E-14,
57228,9.05E-14,
114780,9.02E-14,
5968,9.01E-14,
145553,9.00E-14,
283160,9.00E-14,
284257,8.95E-14,
9436,8.94E-14,
146754,8.91E-14,
51276,8.90E-14,
4061,8.90E-14,
64090,8.88E-14,
255180,8.88E-14,
4496,8.87E-14,
256227,8.87E-14,
83694,8.86E-14,
653247,8.86E-14,
133383,8.86E-14,
23506,8.85E-14,
4108,8.84E-14,
404663,8.83E-14,
90827,8.81E-14,
11077,8.80E-14,
157927,8.77E-14,
646875,8.77E-14,
64122,8.76E-14,
100131863,8.76E-14,
91355,8.75E-14,
128229,8.75E-14,
100528064,8.74E-14,
26285,8.73E-14,
50856,8.70E-14,
7576,8.68E-14,
653226,8.67E-14,
145873,8.66E-14,
284440,8.65E-14,
65977,8.65E-14,
55137,8.64E-14,
116159,8.61E-14,
79955,8.61E-14,
119358,8.60E-14,
254956,8.59E-14,
2847,8.59E-14,
65251,8.55E-14,
64131,8.48E-14,
9560,8.46E-14,
55196,8.45E-14,
10780,8.44E-14,
28955,8.44E-14,
112597,8.42E-14,
541471,8.42E-14,
8712,8.41E-14,
84700,8.40E-14,
56140,8.39E-14,
284076,8.39E-14,
7503,8.38E-14,
266629,8.37E-14,
58538,8.37E-14,
54868,8.34E-14,
152189,8.33E-14,
93659,8.33E-14,
886,8.33E-14,
5453,8.31E-14,
64073,8.30E-14,
81854,8.28E-14,
1005,8.26E-14,
283870,8.26E-14,
64184,8.26E-14,
147040,8.23E-14,
84529,8.16E-14,
728239,8.16E-14,
6276,8.14E-14,
79363,8.11E-14,
79175,8.10E-14,
11341,8.09E-14,
1208,8.09E-14,
353116,8.09E-14,
10223,8.09E-14,
1521,8.08E-14,
394261,8.08E-14,
2328,8.08E-14,
27004,8.08E-14,
57650,8.07E-14,
54823,8.06E-14,
10343,8.05E-14,
27254,8.04E-14,
56261,8.04E-14,
256815,8.02E-14,
56103,8.02E-14,
140699,7.98E-14,
50853,7.98E-14,
1016,7.95E-14,
389903,7.95E-14,
92703,7.94E-14,
339210,7.94E-14,
6524,7.93E-14,
157574,7.91E-14,
126231,7.90E-14,
100131713,7.90E-14,
57205,7.88E-14,
9082,7.87E-14,
4826,7.86E-14,
353324,7.83E-14,
219972,7.83E-14,
55222,7.82E-14,
113675,7.78E-14,
79838,7.75E-14,
56977,7.73E-14,
144423,7.69E-14,
3807,7.67E-14,
3769,7.67E-14,
8537,7.66E-14,
6913,7.64E-14,
89846,7.63E-14,
22986,7.63E-14,
619563,7.63E-14,
387751,7.62E-14,
8190,7.61E-14,
79691,7.61E-14,
84631,7.61E-14,
55567,7.60E-14,
55194,7.60E-14,
643911,7.60E-14,
23620,7.60E-14,
729408,7.59E-14,
132332,7.59E-14,
729480,7.58E-14,
51286,7.56E-14,
165679,7.56E-14,
203522,7.55E-14,
23437,7.52E-14,
23666,7.52E-14,
4340,7.52E-14,
138162,7.50E-14,
84873,7.50E-14,
1010,7.49E-14,
8685,7.49E-14,
267004,7.48E-14,
541466,7.48E-14,
387680,7.48E-14,
202,7.48E-14,
80341,7.46E-14,
163688,7.45E-14,
152687,7.45E-14,
653214,7.45E-14,
374928,7.42E-14,
374860,7.41E-14,
3497,7.39E-14,
9085,7.32E-14,
26165,7.32E-14,
172,7.32E-14,
22869,7.29E-14,
84878,7.28E-14,
25794,7.27E-14,
5669,7.23E-14,
84627,7.22E-14,
26022,7.20E-14,
283927,7.20E-14,
254268,7.20E-14,
80194,7.19E-14,
26279,7.19E-14,
79802,7.18E-14,
27170,7.18E-14,
51281,7.17E-14,
166968,7.17E-14,
374900,7.17E-14,
221981,7.16E-14,
441549,7.16E-14,
126402,7.15E-14,
10744,7.12E-14,
3467,7.11E-14,
28908,7.10E-14,
149465,7.09E-14,
130827,7.08E-14,
400709,7.07E-14,
137529,7.07E-14,
64102,7.05E-14,
641372,7.05E-14,
63934,7.05E-14,
84680,7.03E-14,
120224,7.03E-14,
143458,7.01E-14,
7495,7.01E-14,
6013,7.01E-14,
390664,7.01E-14,
10877,6.98E-14,
353355,6.98E-14,
167681,6.97E-14,
79894,6.96E-14,
80059,6.92E-14,
7274,6.90E-14,
10867,6.90E-14,
163087,6.90E-14,
286336,6.89E-14,
5731,6.89E-14,
6519,6.84E-14,
221016,6.82E-14,
284276,6.82E-14,
51629,6.80E-14,
11174,6.78E-14,
152098,6.77E-14,
200539,6.77E-14,
83733,6.76E-14,
286319,6.75E-14,
58475,6.73E-14,
254359,6.72E-14,
26253,6.67E-14,
728841,6.66E-14,
10216,6.64E-14,
728568,6.63E-14,
387718,6.61E-14,
272,6.61E-14,
83957,6.61E-14,
389337,6.61E-14,
5368,6.61E-14,
116444,6.61E-14,
6580,6.60E-14,
5554,6.57E-14,
2940,6.57E-14,
158511,6.56E-14,
79629,6.56E-14,
123970,6.56E-14,
388403,6.55E-14,
28793,6.54E-14,
257000,6.52E-14,
162979,6.52E-14,
100499467,6.52E-14,
26236,6.52E-14,
100505879,6.52E-14,
100507321,6.49E-14,
221357,6.49E-14,
342931,6.49E-14,
10418,6.48E-14,
54827,6.46E-14,
400720,6.45E-14,
54826,6.44E-14,
64925,6.44E-14,
3902,6.43E-14,
3444,6.43E-14,
93408,6.42E-14,
