nodelist,protein_product_fost,
84340,2.24E-11,
93973,2.24E-11,
1951,2.24E-11,
4900,2.24E-11,
10201,2.24E-11,
5446,2.24E-11,
653067,2.24E-11,
10430,2.24E-11,
100526737,2.24E-11,
4094,2.24E-11,
26160,2.23E-11,
55177,2.23E-11,
79633,2.23E-11,
10466,2.23E-11,
50837,2.23E-11,
22845,2.23E-11,
55831,2.23E-11,
246329,2.23E-11,
79693,2.23E-11,
116372,2.23E-11,
10113,2.23E-11,
51523,2.23E-11,
2118,2.22E-11,
64866,2.22E-11,
80131,2.22E-11,
64897,2.22E-11,
10929,2.22E-11,
171425,2.22E-11,
2357,2.22E-11,
91768,2.22E-11,
27018,2.21E-11,
4319,2.21E-11,
133396,2.21E-11,
10907,2.21E-11,
8496,2.21E-11,
5875,2.21E-11,
55764,2.21E-11,
53916,2.21E-11,
51182,2.21E-11,
3694,2.20E-11,
23053,2.20E-11,
196403,2.20E-11,
4335,2.20E-11,
92595,2.20E-11,
64396,2.20E-11,
3891,2.20E-11,
51780,2.20E-11,
23643,2.20E-11,
28987,2.20E-11,
134553,2.20E-11,
1690,2.20E-11,
522,2.20E-11,
5454,2.20E-11,
9725,2.19E-11,
5064,2.19E-11,
151903,2.19E-11,
5471,2.19E-11,
53635,2.19E-11,
9162,2.19E-11,
84067,2.19E-11,
4700,2.19E-11,
23111,2.19E-11,
4337,2.19E-11,
4707,2.19E-11,
5514,2.19E-11,
55565,2.18E-11,
399,2.18E-11,
142891,2.18E-11,
57095,2.18E-11,
9925,2.18E-11,
407051,2.18E-11,
9182,2.18E-11,
56547,2.18E-11,
2531,2.17E-11,
53905,2.17E-11,
11057,2.17E-11,
150209,2.17E-11,
23479,2.17E-11,
10043,2.17E-11,
9118,2.17E-11,
162427,2.17E-11,
139628,2.17E-11,
3626,2.17E-11,
653240,2.17E-11,
9422,2.16E-11,
116369,2.16E-11,
25945,2.16E-11,
419,2.16E-11,
283869,2.16E-11,
1047,2.16E-11,
285282,2.16E-11,
7058,2.15E-11,
587,2.15E-11,
152137,2.15E-11,
5547,2.15E-11,
115265,2.15E-11,
6691,2.15E-11,
3257,2.15E-11,
2538,2.15E-11,
1850,2.15E-11,
3127,2.14E-11,
10714,2.14E-11,
285381,2.14E-11,
84951,2.14E-11,
10107,2.14E-11,
3768,2.14E-11,
57380,2.14E-11,
347730,2.14E-11,
353144,2.14E-11,
5322,2.13E-11,
142678,2.13E-11,
26128,2.13E-11,
84284,2.13E-11,
10225,2.13E-11,
8050,2.13E-11,
116228,2.12E-11,
55295,2.12E-11,
10776,2.12E-11,
727897,2.12E-11,
6346,2.12E-11,
165055,2.12E-11,
7781,2.12E-11,
405754,2.12E-11,
118980,2.12E-11,
925,2.11E-11,
26235,2.11E-11,
2346,2.11E-11,
4603,2.11E-11,
9729,2.11E-11,
54810,2.11E-11,
23248,2.11E-11,
2865,2.10E-11,
56898,2.10E-11,
83401,2.10E-11,
57827,2.10E-11,
85376,2.10E-11,
118430,2.10E-11,
438,2.10E-11,
27156,2.10E-11,
137492,2.10E-11,
706,2.10E-11,
3720,2.10E-11,
6392,2.10E-11,
793,2.10E-11,
23198,2.10E-11,
119504,2.10E-11,
22862,2.10E-11,
715,2.10E-11,
81551,2.09E-11,
8659,2.09E-11,
126731,2.09E-11,
414899,2.09E-11,
353139,2.09E-11,
142680,2.09E-11,
51752,2.09E-11,
10123,2.09E-11,
84441,2.09E-11,
85236,2.08E-11,
4103,2.08E-11,
8653,2.08E-11,
1617,2.08E-11,
79872,2.08E-11,
9185,2.08E-11,
7223,2.08E-11,
55631,2.08E-11,
100134934,2.08E-11,
64427,2.08E-11,
220213,2.08E-11,
79679,2.08E-11,
51118,2.08E-11,
5768,2.08E-11,
79811,2.08E-11,
4694,2.08E-11,
91526,2.08E-11,
340348,2.07E-11,
254065,2.07E-11,
58497,2.07E-11,
25833,2.07E-11,
4514,2.07E-11,
1843,2.07E-11,
1158,2.07E-11,
57465,2.07E-11,
653509,2.07E-11,
283820,2.07E-11,
79595,2.06E-11,
4246,2.06E-11,
23406,2.06E-11,
84858,2.06E-11,
79932,2.05E-11,
84985,2.05E-11,
9766,2.05E-11,
57829,2.05E-11,
4225,2.05E-11,
254863,2.05E-11,
65244,2.05E-11,
148362,2.05E-11,
6337,2.05E-11,
5207,2.04E-11,
1174,2.04E-11,
51538,2.04E-11,
6863,2.04E-11,
6822,2.04E-11,
10554,2.04E-11,
10807,2.04E-11,
23446,2.04E-11,
53373,2.04E-11,
10720,2.04E-11,
246778,2.04E-11,
286410,2.04E-11,
63897,2.03E-11,
22902,2.03E-11,
2014,2.03E-11,
81790,2.02E-11,
1118,2.02E-11,
23321,2.02E-11,
51122,2.02E-11,
2760,2.02E-11,
83658,2.01E-11,
5099,2.01E-11,
145567,2.01E-11,
8545,2.01E-11,
284111,2.01E-11,
57456,2.01E-11,
1413,2.01E-11,
58506,2.01E-11,
2786,2.01E-11,
10307,2.01E-11,
116092,2.01E-11,
55167,2.01E-11,
23098,2.00E-11,
11226,2.00E-11,
102724631,2.00E-11,
54898,2.00E-11,
4168,2.00E-11,
6097,2.00E-11,
3884,2.00E-11,
27091,2.00E-11,
10671,2.00E-11,
10732,2.00E-11,
145946,1.99E-11,
57089,1.99E-11,
10328,1.99E-11,
120114,1.99E-11,
10993,1.99E-11,
747,1.99E-11,
8710,1.99E-11,
79147,1.99E-11,
56952,1.99E-11,
5277,1.99E-11,
23034,1.99E-11,
7296,1.99E-11,
25894,1.99E-11,
139212,1.99E-11,
27247,1.99E-11,
9321,1.98E-11,
6894,1.98E-11,
4758,1.98E-11,
4946,1.98E-11,
8763,1.98E-11,
79624,1.98E-11,
8625,1.98E-11,
2937,1.97E-11,
389434,1.97E-11,
1801,1.97E-11,
4056,1.97E-11,
7504,1.97E-11,
124739,1.97E-11,
123016,1.97E-11,
81550,1.97E-11,
23225,1.97E-11,
55024,1.96E-11,
11333,1.96E-11,
91408,1.96E-11,
83692,1.96E-11,
5636,1.96E-11,
5827,1.96E-11,
57169,1.96E-11,
6610,1.96E-11,
54495,1.95E-11,
51635,1.95E-11,
25847,1.95E-11,
5192,1.95E-11,
5069,1.95E-11,
64745,1.95E-11,
7349,1.95E-11,
10650,1.95E-11,
7763,1.95E-11,
64065,1.95E-11,
7031,1.94E-11,
144811,1.94E-11,
23059,1.94E-11,
54664,1.94E-11,
4668,1.94E-11,
54973,1.94E-11,
5780,1.94E-11,
131601,1.94E-11,
5947,1.94E-11,
160760,1.94E-11,
10725,1.93E-11,
2515,1.93E-11,
84851,1.93E-11,
23474,1.93E-11,
140576,1.93E-11,
5372,1.93E-11,
79868,1.93E-11,
57519,1.93E-11,
55635,1.93E-11,
92799,1.92E-11,
83988,1.92E-11,
51665,1.92E-11,
394,1.92E-11,
2928,1.92E-11,
122060,1.92E-11,
286262,1.92E-11,
126119,1.92E-11,
1429,1.92E-11,
23158,1.92E-11,
6728,1.92E-11,
27065,1.91E-11,
386672,1.91E-11,
8534,1.91E-11,
3101,1.91E-11,
221458,1.91E-11,
23471,1.91E-11,
4338,1.90E-11,
29974,1.90E-11,
222068,1.90E-11,
128061,1.90E-11,
10209,1.90E-11,
83882,1.90E-11,
5267,1.90E-11,
64777,1.90E-11,
11070,1.90E-11,
113189,1.90E-11,
284161,1.90E-11,
171024,1.89E-11,
57670,1.89E-11,
23347,1.89E-11,
338692,1.89E-11,
10385,1.89E-11,
140032,1.89E-11,
57099,1.89E-11,
11026,1.89E-11,
5083,1.89E-11,
10485,1.89E-11,
64839,1.88E-11,
80816,1.88E-11,
64215,1.88E-11,
23395,1.88E-11,
79778,1.88E-11,
29028,1.88E-11,
406906,1.88E-11,
26278,1.88E-11,
55629,1.87E-11,
80303,1.87E-11,
23218,1.87E-11,
84290,1.87E-11,
55654,1.87E-11,
375387,1.87E-11,
91582,1.87E-11,
91056,1.87E-11,
79696,1.86E-11,
388951,1.86E-11,
9503,1.86E-11,
10369,1.86E-11,
93474,1.86E-11,
4617,1.86E-11,
23457,1.86E-11,
10518,1.86E-11,
84912,1.86E-11,
5550,1.86E-11,
6658,1.86E-11,
50945,1.86E-11,
202018,1.86E-11,
4901,1.85E-11,
6236,1.85E-11,
9228,1.85E-11,
84832,1.85E-11,
933,1.84E-11,
2706,1.84E-11,
55969,1.84E-11,
11082,1.84E-11,
51540,1.84E-11,
1287,1.84E-11,
2491,1.84E-11,
55714,1.83E-11,
9170,1.83E-11,
1272,1.83E-11,
286257,1.83E-11,
140710,1.83E-11,
78987,1.83E-11,
401,1.83E-11,
10584,1.83E-11,
51714,1.83E-11,
80262,1.83E-11,
448834,1.83E-11,
5376,1.83E-11,
7993,1.83E-11,
10072,1.82E-11,
3347,1.82E-11,
2542,1.82E-11,
5306,1.82E-11,
3914,1.82E-11,
23659,1.82E-11,
96764,1.82E-11,
79740,1.82E-11,
4796,1.82E-11,
55798,1.82E-11,
54020,1.82E-11,
79608,1.81E-11,
8733,1.81E-11,
26286,1.81E-11,
60529,1.81E-11,
29797,1.81E-11,
55556,1.81E-11,
4495,1.81E-11,
6992,1.81E-11,
254887,1.81E-11,
54802,1.81E-11,
54511,1.81E-11,
26995,1.81E-11,
6838,1.81E-11,
91607,1.81E-11,
84186,1.81E-11,
54918,1.80E-11,
23270,1.80E-11,
1995,1.80E-11,
80264,1.80E-11,
64764,1.80E-11,
23283,1.80E-11,
3074,1.80E-11,
8424,1.80E-11,
84079,1.80E-11,
55030,1.80E-11,
57158,1.80E-11,
84224,1.80E-11,
8718,1.80E-11,
93979,1.79E-11,
84058,1.79E-11,
23767,1.79E-11,
64168,1.79E-11,
9873,1.79E-11,
6535,1.79E-11,
6884,1.79E-11,
84898,1.79E-11,
3795,1.79E-11,
4014,1.79E-11,
201931,1.79E-11,
11012,1.78E-11,
55041,1.78E-11,
57222,1.78E-11,
166012,1.78E-11,
9211,1.78E-11,
25861,1.78E-11,
3588,1.78E-11,
57035,1.78E-11,
8572,1.77E-11,
3813,1.77E-11,
128344,1.77E-11,
8140,1.77E-11,
29988,1.77E-11,
1300,1.77E-11,
3855,1.77E-11,
4128,1.77E-11,
7477,1.76E-11,
285527,1.76E-11,
57019,1.76E-11,
27067,1.76E-11,
23760,1.76E-11,
23443,1.76E-11,
131034,1.75E-11,
401138,1.75E-11,
3061,1.75E-11,
64840,1.75E-11,
23500,1.75E-11,
84725,1.75E-11,
55686,1.74E-11,
2800,1.74E-11,
4224,1.74E-11,
57180,1.74E-11,
4515,1.73E-11,
5673,1.73E-11,
390535,1.73E-11,
10966,1.73E-11,
338599,1.73E-11,
286530,1.73E-11,
64785,1.73E-11,
10379,1.73E-11,
2239,1.73E-11,
5079,1.72E-11,
26273,1.72E-11,
26020,1.72E-11,
64174,1.72E-11,
147495,1.72E-11,
57050,1.72E-11,
29767,1.72E-11,
115939,1.72E-11,
5980,1.72E-11,
4669,1.72E-11,
971,1.72E-11,
7367,1.72E-11,
10481,1.72E-11,
22895,1.72E-11,
11230,1.71E-11,
25934,1.71E-11,
10324,1.71E-11,
55139,1.71E-11,
23208,1.71E-11,
4135,1.71E-11,
1376,1.71E-11,
4129,1.71E-11,
11201,1.71E-11,
390,1.71E-11,
54532,1.71E-11,
25771,1.70E-11,
64763,1.70E-11,
56061,1.70E-11,
5814,1.70E-11,
480,1.70E-11,
84266,1.70E-11,
2157,1.70E-11,
51031,1.70E-11,
7753,1.70E-11,
51491,1.70E-11,
23119,1.69E-11,
114883,1.69E-11,
23221,1.69E-11,
285367,1.69E-11,
7542,1.69E-11,
92170,1.69E-11,
23132,1.69E-11,
6769,1.69E-11,
80329,1.69E-11,
5896,1.69E-11,
533,1.69E-11,
57862,1.69E-11,
9229,1.68E-11,
7011,1.68E-11,
765,1.68E-11,
150737,1.68E-11,
10605,1.68E-11,
29928,1.68E-11,
54839,1.68E-11,
55768,1.68E-11,
3909,1.68E-11,
51734,1.67E-11,
652968,1.67E-11,
133686,1.67E-11,
283635,1.67E-11,
54700,1.67E-11,
3485,1.67E-11,
3293,1.67E-11,
10082,1.67E-11,
168620,1.67E-11,
65095,1.67E-11,
10999,1.66E-11,
148789,1.66E-11,
10347,1.66E-11,
85329,1.66E-11,
56894,1.66E-11,
7718,1.66E-11,
10747,1.65E-11,
57231,1.65E-11,
55624,1.65E-11,
9365,1.65E-11,
23510,1.65E-11,
7716,1.65E-11,
1231,1.65E-11,
157313,1.65E-11,
55153,1.65E-11,
56650,1.65E-11,
3508,1.65E-11,
51352,1.65E-11,
146223,1.65E-11,
8560,1.64E-11,
131566,1.64E-11,
285362,1.64E-11,
139322,1.64E-11,
63027,1.64E-11,
64089,1.64E-11,
84941,1.64E-11,
10965,1.64E-11,
64398,1.64E-11,
64087,1.64E-11,
5316,1.64E-11,
160287,1.64E-11,
57409,1.63E-11,
7363,1.63E-11,
57596,1.63E-11,
79178,1.63E-11,
819,1.63E-11,
7869,1.63E-11,
51300,1.63E-11,
10781,1.63E-11,
92344,1.63E-11,
3227,1.63E-11,
167153,1.63E-11,
26091,1.63E-11,
30061,1.63E-11,
165324,1.63E-11,
6757,1.62E-11,
81501,1.62E-11,
7702,1.62E-11,
5326,1.62E-11,
9955,1.62E-11,
55293,1.62E-11,
7181,1.62E-11,
80212,1.62E-11,
8993,1.62E-11,
4064,1.62E-11,
8325,1.62E-11,
23287,1.62E-11,
84883,1.61E-11,
29935,1.61E-11,
26118,1.61E-11,
60343,1.61E-11,
8793,1.61E-11,
54458,1.61E-11,
10023,1.61E-11,
92667,1.61E-11,
64100,1.60E-11,
122786,1.60E-11,
3145,1.60E-11,
162972,1.60E-11,
7982,1.60E-11,
26504,1.60E-11,
255061,1.60E-11,
51571,1.60E-11,
144983,1.60E-11,
57835,1.60E-11,
22828,1.60E-11,
285521,1.60E-11,
55812,1.60E-11,
2593,1.60E-11,
7142,1.60E-11,
4671,1.60E-11,
84920,1.60E-11,
594,1.60E-11,
65056,1.60E-11,
26035,1.59E-11,
57128,1.59E-11,
10100,1.59E-11,
81572,1.59E-11,
3804,1.59E-11,
22955,1.59E-11,
8436,1.59E-11,
4317,1.59E-11,
285598,1.59E-11,
644591,1.59E-11,
84649,1.59E-11,
23211,1.59E-11,
154881,1.59E-11,
135112,1.58E-11,
4536,1.58E-11,
2998,1.58E-11,
122481,1.58E-11,
55843,1.58E-11,
144404,1.58E-11,
256471,1.58E-11,
3568,1.58E-11,
27133,1.58E-11,
53947,1.58E-11,
9953,1.58E-11,
10534,1.58E-11,
221002,1.58E-11,
11063,1.58E-11,
65991,1.57E-11,
4991,1.57E-11,
128239,1.57E-11,
54108,1.57E-11,
10585,1.57E-11,
414301,1.57E-11,
7407,1.57E-11,
85461,1.57E-11,
201562,1.57E-11,
203259,1.57E-11,
1618,1.57E-11,
80224,1.57E-11,
25822,1.56E-11,
255877,1.56E-11,
27240,1.56E-11,
10950,1.56E-11,
54893,1.56E-11,
554,1.56E-11,
10815,1.56E-11,
81617,1.56E-11,
2764,1.55E-11,
10330,1.55E-11,
79842,1.55E-11,
203245,1.55E-11,
80097,1.55E-11,
3782,1.55E-11,
23428,1.55E-11,
50486,1.55E-11,
127700,1.55E-11,
55701,1.55E-11,
5507,1.55E-11,
6402,1.54E-11,
10467,1.54E-11,
126272,1.54E-11,
1952,1.54E-11,
3737,1.54E-11,
6273,1.54E-11,
138716,1.54E-11,
3119,1.54E-11,
4660,1.54E-11,
22906,1.54E-11,
2178,1.54E-11,
26271,1.54E-11,
80835,1.54E-11,
286205,1.53E-11,
10738,1.53E-11,
6583,1.53E-11,
129880,1.53E-11,
55777,1.53E-11,
92591,1.53E-11,
51385,1.53E-11,
54498,1.53E-11,
6923,1.53E-11,
2892,1.53E-11,
348180,1.52E-11,
23216,1.52E-11,
55182,1.52E-11,
22859,1.52E-11,
9191,1.52E-11,
50619,1.52E-11,
89790,1.52E-11,
641371,1.52E-11,
49,1.52E-11,
54093,1.52E-11,
80205,1.52E-11,
85287,1.52E-11,
9907,1.51E-11,
7464,1.51E-11,
25888,1.51E-11,
4060,1.51E-11,
316,1.51E-11,
29091,1.51E-11,
57168,1.51E-11,
26031,1.51E-11,
132001,1.51E-11,
338324,1.51E-11,
220972,1.51E-11,
57048,1.51E-11,
11234,1.51E-11,
66000,1.51E-11,
55954,1.51E-11,
55195,1.50E-11,
4034,1.50E-11,
116841,1.50E-11,
132671,1.50E-11,
3746,1.50E-11,
3452,1.50E-11,
81494,1.50E-11,
9957,1.50E-11,
9683,1.50E-11,
57718,1.50E-11,
5428,1.50E-11,
79025,1.50E-11,
6641,1.50E-11,
51108,1.50E-11,
159989,1.49E-11,
58485,1.49E-11,
9904,1.49E-11,
6000,1.49E-11,
89910,1.49E-11,
64091,1.49E-11,
10908,1.49E-11,
7936,1.49E-11,
55647,1.49E-11,
55572,1.48E-11,
9022,1.48E-11,
84952,1.48E-11,
10538,1.48E-11,
10044,1.48E-11,
440145,1.48E-11,
10424,1.48E-11,
80271,1.48E-11,
4325,1.48E-11,
91734,1.47E-11,
117248,1.47E-11,
1592,1.47E-11,
92749,1.47E-11,
79800,1.47E-11,
128,1.47E-11,
253558,1.47E-11,
4635,1.47E-11,
54407,1.47E-11,
11112,1.46E-11,
2006,1.46E-11,
10162,1.46E-11,
387338,1.46E-11,
51582,1.46E-11,
170261,1.46E-11,
26164,1.46E-11,
143471,1.45E-11,
4852,1.45E-11,
152330,1.45E-11,
26275,1.45E-11,
54958,1.45E-11,
56005,1.45E-11,
55040,1.45E-11,
84665,1.45E-11,
158326,1.45E-11,
9245,1.45E-11,
8277,1.45E-11,
83873,1.45E-11,
1662,1.45E-11,
254428,1.45E-11,
91608,1.44E-11,
64101,1.44E-11,
8636,1.44E-11,
6588,1.44E-11,
3811,1.44E-11,
79917,1.44E-11,
2012,1.44E-11,
5355,1.44E-11,
55656,1.44E-11,
7162,1.44E-11,
153642,1.44E-11,
11179,1.44E-11,
117583,1.44E-11,
157506,1.44E-11,
255798,1.44E-11,
51393,1.44E-11,
22821,1.44E-11,
29893,1.43E-11,
51102,1.43E-11,
2790,1.43E-11,
4708,1.43E-11,
140628,1.43E-11,
140458,1.43E-11,
221481,1.43E-11,
55028,1.43E-11,
200894,1.43E-11,
170463,1.43E-11,
253738,1.43E-11,
11093,1.43E-11,
6854,1.43E-11,
341640,1.43E-11,
10301,1.43E-11,
283638,1.43E-11,
475,1.42E-11,
58476,1.42E-11,
9936,1.42E-11,
11009,1.42E-11,
282617,1.42E-11,
54859,1.42E-11,
80010,1.42E-11,
5173,1.42E-11,
10586,1.42E-11,
3196,1.42E-11,
4113,1.42E-11,
26291,1.42E-11,
50999,1.42E-11,
8110,1.41E-11,
2199,1.41E-11,
81689,1.41E-11,
387521,1.41E-11,
5354,1.41E-11,
85407,1.41E-11,
9136,1.41E-11,
27085,1.41E-11,
26002,1.41E-11,
4355,1.41E-11,
23426,1.41E-11,
1368,1.40E-11,
79087,1.40E-11,
55273,1.40E-11,
133619,1.40E-11,
7737,1.40E-11,
692312,1.40E-11,
25853,1.40E-11,
113146,1.40E-11,
84310,1.40E-11,
163049,1.40E-11,
84892,1.40E-11,
51542,1.40E-11,
84547,1.40E-11,
84316,1.39E-11,
23646,1.39E-11,
92960,1.39E-11,
81545,1.39E-11,
80777,1.39E-11,
80318,1.39E-11,
123811,1.39E-11,
11278,1.39E-11,
58499,1.39E-11,
1635,1.39E-11,
782,1.39E-11,
4717,1.39E-11,
147746,1.39E-11,
51759,1.39E-11,
8906,1.39E-11,
259217,1.39E-11,
56931,1.39E-11,
54497,1.39E-11,
1106,1.38E-11,
6837,1.38E-11,
51019,1.38E-11,
80209,1.38E-11,
114898,1.38E-11,
55867,1.38E-11,
51128,1.38E-11,
79581,1.38E-11,
127435,1.38E-11,
4540,1.38E-11,
387263,1.38E-11,
8468,1.38E-11,
118738,1.38E-11,
84085,1.38E-11,
10906,1.37E-11,
114818,1.37E-11,
80380,1.37E-11,
55813,1.37E-11,
55599,1.37E-11,
10400,1.37E-11,
220323,1.37E-11,
26122,1.37E-11,
643866,1.37E-11,
51388,1.37E-11,
253714,1.37E-11,
11279,1.37E-11,
2837,1.37E-11,
1353,1.37E-11,
140707,1.37E-11,
79796,1.37E-11,
84259,1.37E-11,
59269,1.37E-11,
8706,1.37E-11,
11343,1.36E-11,
51686,1.36E-11,
84816,1.36E-11,
155185,1.36E-11,
3281,1.36E-11,
5939,1.36E-11,
81532,1.36E-11,
23601,1.36E-11,
284352,1.36E-11,
248,1.36E-11,
84327,1.36E-11,
3226,1.36E-11,
26472,1.36E-11,
414325,1.36E-11,
55894,1.36E-11,
79149,1.36E-11,
116461,1.35E-11,
353332,1.35E-11,
84153,1.35E-11,
2554,1.35E-11,
1305,1.35E-11,
147183,1.35E-11,
9989,1.35E-11,
3080,1.35E-11,
2901,1.35E-11,
118426,1.35E-11,
10858,1.35E-11,
9875,1.35E-11,
89122,1.34E-11,
6575,1.34E-11,
6755,1.34E-11,
84626,1.34E-11,
4923,1.34E-11,
114984,1.34E-11,
3299,1.34E-11,
2523,1.34E-11,
6785,1.34E-11,
9715,1.33E-11,
6397,1.33E-11,
127253,1.33E-11,
94097,1.33E-11,
1489,1.33E-11,
57545,1.33E-11,
9951,1.33E-11,
64711,1.33E-11,
9954,1.33E-11,
9952,1.33E-11,
148932,1.33E-11,
3775,1.33E-11,
9014,1.33E-11,
5877,1.33E-11,
54892,1.33E-11,
3211,1.32E-11,
55860,1.32E-11,
27287,1.32E-11,
4632,1.32E-11,
122953,1.32E-11,
85013,1.32E-11,
92552,1.32E-11,
55066,1.32E-11,
9791,1.32E-11,
361,1.32E-11,
415117,1.32E-11,
388633,1.32E-11,
26150,1.31E-11,
54540,1.31E-11,
2831,1.31E-11,
28970,1.31E-11,
114336,1.31E-11,
79140,1.31E-11,
3442,1.31E-11,
84693,1.31E-11,
5678,1.31E-11,
79671,1.31E-11,
1527,1.31E-11,
64343,1.31E-11,
11217,1.31E-11,
26751,1.31E-11,
1123,1.31E-11,
85441,1.30E-11,
2561,1.30E-11,
80270,1.30E-11,
1382,1.30E-11,
129521,1.30E-11,
7586,1.30E-11,
148281,1.30E-11,
314,1.30E-11,
92912,1.30E-11,
65094,1.30E-11,
286826,1.30E-11,
140689,1.30E-11,
90799,1.30E-11,
4440,1.29E-11,
2948,1.29E-11,
23609,1.29E-11,
54916,1.29E-11,
55144,1.29E-11,
55847,1.29E-11,
158787,1.29E-11,
57631,1.29E-11,
253430,1.29E-11,
643853,1.28E-11,
55676,1.28E-11,
25875,1.28E-11,
57182,1.28E-11,
84318,1.28E-11,
23420,1.28E-11,
8000,1.28E-11,
8694,1.28E-11,
60559,1.27E-11,
9518,1.27E-11,
80222,1.27E-11,
727851,1.27E-11,
55276,1.27E-11,
6405,1.27E-11,
389741,1.27E-11,
79096,1.27E-11,
8577,1.27E-11,
374454,1.27E-11,
594855,1.27E-11,
51308,1.27E-11,
26507,1.27E-11,
266812,1.27E-11,
10945,1.27E-11,
158399,1.26E-11,
54455,1.26E-11,
164153,1.26E-11,
6253,1.26E-11,
51621,1.26E-11,
22887,1.26E-11,
56648,1.26E-11,
3487,1.26E-11,
54776,1.26E-11,
23052,1.26E-11,
8073,1.26E-11,
9394,1.26E-11,
8802,1.26E-11,
55916,1.26E-11,
3601,1.25E-11,
57605,1.25E-11,
785,1.25E-11,
7779,1.25E-11,
2677,1.25E-11,
10327,1.25E-11,
340419,1.25E-11,
283576,1.25E-11,
100128731,1.25E-11,
55357,1.25E-11,
3340,1.25E-11,
29796,1.25E-11,
80227,1.25E-11,
84640,1.24E-11,
80142,1.24E-11,
89944,1.24E-11,
116988,1.24E-11,
4987,1.24E-11,
114960,1.24E-11,
3149,1.24E-11,
80108,1.24E-11,
57572,1.24E-11,
58473,1.24E-11,
55850,1.24E-11,
90507,1.24E-11,
4071,1.24E-11,
84240,1.23E-11,
23657,1.23E-11,
148867,1.23E-11,
84467,1.23E-11,
56901,1.23E-11,
158067,1.23E-11,
80975,1.23E-11,
132789,1.23E-11,
203111,1.23E-11,
2188,1.23E-11,
8774,1.22E-11,
6522,1.22E-11,
85364,1.22E-11,
9946,1.22E-11,
55332,1.22E-11,
79799,1.22E-11,
3216,1.22E-11,
2918,1.22E-11,
10129,1.22E-11,
23130,1.22E-11,
196483,1.22E-11,
421,1.22E-11,
84336,1.22E-11,
5526,1.22E-11,
941,1.22E-11,
4351,1.21E-11,
9326,1.21E-11,
79088,1.21E-11,
11249,1.21E-11,
57109,1.21E-11,
9843,1.21E-11,
55200,1.21E-11,
55363,1.21E-11,
114789,1.21E-11,
2972,1.21E-11,
214,1.21E-11,
10905,1.21E-11,
3053,1.21E-11,
64748,1.21E-11,
95,1.21E-11,
51105,1.20E-11,
203547,1.20E-11,
90411,1.20E-11,
157378,1.20E-11,
4025,1.20E-11,
2566,1.20E-11,
147,1.20E-11,
93624,1.19E-11,
6550,1.19E-11,
3290,1.19E-11,
11069,1.19E-11,
51227,1.19E-11,
4585,1.19E-11,
1775,1.19E-11,
51257,1.19E-11,
653404,1.19E-11,
85403,1.19E-11,
81831,1.19E-11,
7799,1.19E-11,
80207,1.19E-11,
85395,1.19E-11,
28951,1.19E-11,
23072,1.19E-11,
57554,1.18E-11,
124801,1.18E-11,
4820,1.18E-11,
29841,1.18E-11,
389816,1.18E-11,
54922,1.18E-11,
1180,1.18E-11,
64788,1.18E-11,
27179,1.18E-11,
8747,1.18E-11,
23581,1.18E-11,
8818,1.18E-11,
126,1.18E-11,
121536,1.18E-11,
157769,1.18E-11,
58529,1.18E-11,
9970,1.18E-11,
11172,1.17E-11,
79993,1.17E-11,
249,1.17E-11,
23780,1.17E-11,
51170,1.17E-11,
25996,1.17E-11,
4583,1.17E-11,
9721,1.17E-11,
8427,1.17E-11,
79731,1.17E-11,
56906,1.17E-11,
80135,1.17E-11,
54901,1.17E-11,
84975,1.17E-11,
55619,1.16E-11,
114781,1.16E-11,
84230,1.16E-11,
622,1.16E-11,
168374,1.16E-11,
51397,1.16E-11,
170302,1.16E-11,
23333,1.16E-11,
196074,1.16E-11,
2641,1.16E-11,
51575,1.16E-11,
51101,1.15E-11,
83879,1.15E-11,
131669,1.15E-11,
56269,1.15E-11,
51304,1.15E-11,
2038,1.15E-11,
221443,1.15E-11,
100303755,1.15E-11,
414157,1.15E-11,
23389,1.15E-11,
3805,1.15E-11,
84727,1.15E-11,
7770,1.15E-11,
57097,1.15E-11,
290,1.15E-11,
222663,1.15E-11,
10434,1.15E-11,
79665,1.15E-11,
9486,1.15E-11,
30012,1.15E-11,
375757,1.15E-11,
79956,1.15E-11,
79698,1.15E-11,
22866,1.15E-11,
9419,1.14E-11,
56907,1.14E-11,
58157,1.14E-11,
9567,1.14E-11,
170626,1.14E-11,
2009,1.14E-11,
8100,1.14E-11,
8419,1.14E-11,
81555,1.14E-11,
3062,1.14E-11,
126298,1.14E-11,
7629,1.14E-11,
4360,1.14E-11,
6699,1.13E-11,
100132476,1.13E-11,
79695,1.13E-11,
57486,1.13E-11,
80018,1.13E-11,
57576,1.13E-11,
7348,1.13E-11,
149420,1.13E-11,
344892,1.13E-11,
3294,1.13E-11,
3033,1.13E-11,
1678,1.13E-11,
79862,1.13E-11,
733,1.12E-11,
10848,1.12E-11,
285855,1.12E-11,
4978,1.12E-11,
117157,1.12E-11,
23014,1.12E-11,
977,1.12E-11,
10489,1.12E-11,
51018,1.12E-11,
22864,1.12E-11,
83463,1.12E-11,
57449,1.12E-11,
56996,1.12E-11,
154007,1.12E-11,
7135,1.12E-11,
10975,1.12E-11,
78994,1.12E-11,
7084,1.11E-11,
1628,1.11E-11,
84342,1.11E-11,
57192,1.11E-11,
1311,1.11E-11,
92400,1.11E-11,
27123,1.11E-11,
283989,1.11E-11,
